,Location_difference,Frame
244,18.959,244
245,19.037,245
246,15.682,246
247,16.74,247
248,16.354,248
249,15.528,249
250,14.212,250
251,13.682,251
252,13.654,252
253,14.221,253
254,13.742,254
255,13.462,255
256,11.743,256
257,10.577,257
258,10.448,258
259,7.212,259
260,7.169,260
261,7.751,261
262,9.207,262
263,6.538,263
264,6.703,264
265,6.186,265
266,6.299,266
267,8.256,267
268,7.832,268
269,8.564,269
270,6.737,270
271,7.687,271
272,8.75,272
273,7.531,273
274,7.215,274
275,6.584,275
276,6.672,276
277,4.66,277
278,4.806,278
279,3.23,279
280,5.132,280
281,5.65,281
282,6.513,282
283,6.216,283
284,7.491,284
285,6.992,285
286,7.88,286
287,8.488,287
288,6.088,288
289,7.152,289
290,7.24,290
291,5.948,291
292,5.337,292
293,6.546,293
294,8.03,294
295,5.426,295
296,8.334,296
297,10.068,297
298,10.917,298
299,9.843,299
300,8.444,300
301,9.448,301
302,11.187,302
303,10.998,303
304,12.528,304
305,14.758,305
306,14.184,306
307,14.111,307
308,13.94,308
309,14.132,309
310,15.801,310
311,16.225,311
312,15.985,312
313,17.841,313
314,18.943,314
315,17.513,315
316,17.201,316
317,16.13,317
318,17.003,318
319,19.314,319
320,21.656,320
321,21.37,321
322,20.385,322
323,22.654,323
324,21.467,324
325,21.848,325
326,22.31,326
327,25.206,327
328,24.642,328
329,25.694,329
330,25.512,330
331,24.922,331
332,23.531,332
333,23.773,333
334,24.937,334
335,23.813,335
336,24.171,336
337,20.937,337
338,18.101,338
339,20.335,339
340,21.305,340
341,20.939,341
342,22.098,342
343,23.065,343
344,22.162,344
345,19.309,345
346,16.439,346
347,15.449,347
348,16.45,348
349,16.461,349
350,16.753,350
351,15.686,351
352,15.154,352
353,14.649,353
354,14.501,354
355,16.448,355
356,18.671,356
357,20.267,357
358,20.472,358
359,19.042,359
360,18.428,360
361,17.663,361
362,16.87,362
363,19.026,363
364,21.12,364
365,22.785,365
366,21.434,366
367,22.907,367
368,24.573,368
369,25.219,369
370,26.199,370
371,26.811,371
372,26.534,372
373,25.101,373
374,23.941,374
375,23.797,375
376,22.788,376
377,21.219,377
378,21.584,378
379,20.125,379
380,19.877,380
381,6.785,381
382,4.818,382
383,5.256,383
384,7.729,384
385,9.143,385
386,11.818,386
387,9.088,387
388,7.351,388
389,7.665,389
390,8.504,390
391,9.445,391
392,9.164,392
393,9.981,393
394,11.455,394
395,11.615,395
396,10.989,396
397,10.582,397
398,8.439,398
399,8.63,399
400,7.771,400
401,7.408,401
402,6.802,402
403,7.073,403
404,7.595,404
405,7.065,405
406,6.112,406
407,3.946,407
408,3.639,408
409,0.852,409
410,2.206,410
411,3.654,411
412,4.693,412
413,4.912,413
414,4.029,414
415,2.94,415
416,2.603,416
417,1.906,417
418,0.095,418
419,1.678,419
420,2.304,420
421,2.756,421
422,3.265,422
423,2.037,423
424,1.482,424
425,0.257,425
426,1.232,426
427,1.082,427
428,0.697,428
429,0.618,429
430,2.941,430
431,3.397,431
432,4.221,432
433,3.163,433
434,2.466,434
435,3.923,435
436,5.137,436
437,4.854,437
438,3.717,438
439,4.509,439
440,7.07,440
441,4.221,441
442,4.77,442
443,6.356,443
444,6.777,444
445,7.287,445
446,8.634,446
447,8.098,447
448,9.256,448
449,9.621,449
450,9.118,450
451,9.295,451
452,8.437,452
453,7.959,453
454,7.691,454
455,6.914,455
456,5.126,456
457,3.99,457
458,6.258,458
459,4.191,459
460,5.808,460
461,6.486,461
462,5.997,462
463,4.498,463
464,4.824,464
465,3.754,465
466,2.896,466
467,3.036,467
468,3.161,468
469,2.249,469
470,0.315,470
471,0.136,471
472,0.826,472
473,1.245,473
474,0.221,474
475,1.55,475
476,0.678,476
477,1.014,477
478,0.883,478
479,0.125,479
480,0.341,480
481,1.502,481
482,1.335,482
483,0.941,483
484,0.256,484
485,0.93,485
486,2.454,486
487,1.08,487
488,0.319,488
489,1.271,489
490,3.041,490
491,3.695,491
492,3.428,492
493,2.748,493
494,0.451,494
495,1.228,495
496,2.94,496
497,3.988,497
498,2.075,498
499,1.72,499
500,3.849,500
501,2.37,501
502,0.347,502
503,2.033,503
504,1.766,504
505,3.342,505
506,0.969,506
507,0.298,507
508,0.236,508
509,1.182,509
510,1.903,510
511,5.554,511
512,7.404,512
513,4.055,513
514,3.506,514
515,3.101,515
516,5.433,516
517,2.934,517
518,5.979,518
519,4.988,519
520,4.77,520
521,4.423,521
522,8.823,522
523,8.974,523
524,8.426,524
525,8.516,525
526,9.153,526
527,8.954,527
528,11.286,528
529,8.672,529
530,7.773,530
531,6.772,531
532,7.811,532
533,7.459,533
534,6.0,534
535,7.515,535
536,7.017,536
537,7.769,537
538,9.571,538
539,11.531,539
540,12.531,540
541,12.328,541
542,15.042,542
543,16.436,543
544,15.95,544
545,15.217,545
546,12.708,546
547,13.001,547
548,12.778,548
549,14.434,549
550,14.069,550
551,13.61,551
552,13.59,552
553,13.662,553
554,13.909,554
555,14.223,555
556,14.821,556
557,15.393,557
558,14.396,558
559,13.299,559
560,11.805,560
561,10.37,561
562,9.322,562
563,8.274,563
564,8.85,564
565,10.304,565
566,10.637,566
567,10.341,567
568,9.89,568
569,10.269,569
570,11.325,570
571,11.299,571
572,9.728,572
573,8.129,573
574,7.07,574
575,6.574,575
576,7.33,576
577,7.311,577
578,6.583,578
579,5.427,579
580,5.429,580
581,5.933,581
582,7.083,582
583,7.537,583
584,8.196,584
585,5.744,585
586,4.802,586
587,5.471,587
588,5.833,588
589,6.018,589
590,5.466,590
591,5.635,591
592,4.782,592
593,4.508,593
594,3.331,594
595,0.047,595
596,2.179,596
597,4.962,597
598,6.38,598
599,6.81,599
600,7.246,600
601,8.979,601
602,10.446,602
603,7.501,603
604,5.857,604
605,4.401,605
606,2.771,606
607,1.338,607
608,0.077,608
609,1.073,609
610,1.587,610
611,2.844,611
612,3.958,612
613,4.29,613
614,5.175,614
615,5.038,615
616,5.359,616
617,4.458,617
618,3.51,618
619,3.39,619
620,3.041,620
621,3.956,621
622,3.915,622
623,4.437,623
624,3.575,624
625,3.733,625
626,4.411,626
627,4.413,627
628,5.526,628
629,5.455,629
630,6.587,630
631,6.716,631
632,6.156,632
633,8.061,633
634,7.228,634
635,6.55,635
636,7.707,636
637,6.922,637
638,6.833,638
639,7.401,639
640,8.1,640
641,6.306,641
642,6.721,642
643,8.749,643
644,8.547,644
645,8.519,645
646,7.878,646
647,9.171,647
648,9.088,648
649,8.924,649
650,11.634,650
651,12.816,651
652,14.023,652
653,14.088,653
654,14.674,654
655,16.047,655
656,17.171,656
657,17.918,657
658,18.604,658
659,19.733,659
660,20.703,660
661,22.607,661
662,21.813,662
663,21.678,663
664,25.81,664
665,27.724,665
666,27.408,666
667,27.576,667
668,29.026,668
669,31.073,669
670,26.25,670
671,38.31,671
672,37.285,672
673,39.815,673
674,40.438,674
676,34.814,676
677,35.748,677
678,26.158,678
679,30.526,679
680,27.436,680
681,23.928,681
682,27.098,682
683,27.14,683
684,24.348,684
685,22.516,685
686,22.983,686
687,22.829,687
688,22.194,688
689,21.077,689
690,21.492,690
691,18.674,691
692,15.53,692
693,14.941,693
694,14.825,694
695,15.576,695
696,15.571,696
697,13.65,697
698,11.23,698
699,11.734,699
700,11.107,700
701,11.617,701
702,10.679,702
703,9.493,703
704,8.73,704
707,7.866,707
708,7.175,708
709,7.46,709
710,7.641,710
711,8.468,711
712,7.734,712
713,6.169,713
714,8.457,714
715,7.99,715
718,8.827,718
719,7.189,719
720,6.45,720
721,4.538,721
722,5.754,722
726,5.395,726
727,5.654,727
728,5.471,728
729,6.154,729
730,5.698,730
731,5.085,731
732,7.112,732
733,8.726,733
734,9.346,734
735,10.338,735
736,11.233,736
737,9.867,737
738,9.467,738
739,9.882,739
740,8.909,740
741,10.799,741
742,11.53,742
743,10.766,743
744,9.262,744
755,7.674,755
756,7.58,756
762,4.206,762
763,2.867,763
764,1.407,764
767,2.297,767
791,10.136,791
792,10.677,792
793,10.293,793
794,10.373,794
795,10.386,795
799,10.121,799
800,9.54,800
801,8.975,801
802,9.272,802
803,9.983,803
822,2.73,822
823,2.14,823
824,0.982,824
825,1.162,825
826,3.057,826
827,3.011,827
838,0.546,838
839,2.54,839
840,2.261,840
841,1.758,841
842,3.889,842
843,4.874,843
844,5.649,844
845,6.581,845
846,5.443,846
847,4.812,847
848,3.654,848
849,1.119,849
850,0.5,850
851,2.264,851
852,0.367,852
853,2.601,853
854,3.137,854
855,4.496,855
856,5.262,856
857,9.251,857
858,8.989,858
859,6.385,859
860,2.753,860
861,5.288,861
862,6.125,862
863,6.965,863
864,4.222,864
865,3.946,865
866,5.012,866
867,4.271,867
868,2.372,868
869,5.886,869
870,6.976,870
871,8.3,871
872,6.055,872
873,7.187,873
874,8.199,874
875,8.946,875
876,6.145,876
877,4.678,877
878,2.781,878
879,4.76,879
880,6.729,880
881,4.416,881
882,4.587,882
883,3.754,883
884,3.607,884
885,2.562,885
886,2.214,886
887,2.975,887
888,2.265,888
889,1.494,889
890,1.322,890
891,1.342,891
892,2.942,892
893,5.056,893
894,3.608,894
895,2.161,895
896,2.895,896
897,1.815,897
898,3.412,898
899,4.904,899
900,3.948,900
901,3.283,901
902,3.361,902
903,4.16,903
904,5.335,904
905,5.633,905
906,5.817,906
907,5.989,907
908,4.784,908
909,5.491,909
910,6.513,910
911,4.757,911
912,5.827,912
913,6.416,913
914,5.236,914
915,4.218,915
916,6.567,916
917,7.529,917
918,7.458,918
919,8.924,919
920,8.621,920
921,8.336,921
922,12.053,922
923,10.738,923
924,11.039,924
925,10.656,925
926,10.294,926
927,9.372,927
928,7.574,928
929,7.67,929
930,7.748,930
931,6.551,931
932,5.134,932
933,5.678,933
934,5.501,934
935,6.441,935
936,5.369,936
937,4.462,937
938,5.623,938
939,7.108,939
940,5.086,940
941,5.435,941
942,4.352,942
943,4.778,943
944,4.635,944
945,3.468,945
946,3.588,946
947,3.032,947
948,3.774,948
949,3.622,949
950,0.883,950
951,0.653,951
952,1.922,952
953,2.093,953
954,1.764,954
955,1.509,955
956,0.186,956
957,0.08,957
958,0.338,958
959,0.13,959
960,0.862,960
961,1.439,961
962,1.616,962
963,2.127,963
964,3.088,964
965,3.97,965
966,4.015,966
967,3.19,967
968,3.398,968
969,4.871,969
970,5.986,970
971,2.132,971
972,1.647,972
973,1.929,973
974,0.28,974
975,1.743,975
976,0.828,976
977,0.31,977
978,1.482,978
979,4.08,979
980,4.407,980
981,7.59,981
982,8.529,982
983,5.453,983
984,5.621,984
985,1.781,985
986,3.413,986
987,3.044,987
988,2.674,988
989,5.969,989
990,5.367,990
991,3.023,991
992,1.59,992
993,2.632,993
994,0.626,994
995,1.446,995
996,0.584,996
997,1.137,997
998,0.414,998
999,1.639,999
1000,5.056,1000
1001,6.279,1001
1002,6.225,1002
1003,4.667,1003
1004,1.689,1004
1005,2.656,1005
1006,1.518,1006
1007,5.303,1007
1008,3.958,1008
1009,5.311,1009
1010,4.192,1010
1011,5.659,1011
1012,3.027,1012
1013,3.45,1013
1014,4.852,1014
1015,7.175,1015
1016,6.044,1016
1017,4.977,1017
1018,4.591,1018
1019,5.313,1019
1020,5.73,1020
1021,6.209,1021
1022,8.787,1022
1023,6.371,1023
1024,8.145,1024
1025,7.144,1025
1026,6.091,1026
1027,5.57,1027
1028,5.304,1028
1029,5.007,1029
1030,5.132,1030
1031,6.569,1031
1032,8.637,1032
1033,8.958,1033
1034,9.381,1034
1035,9.909,1035
1036,13.074,1036
1037,13.875,1037
1038,14.746,1038
1039,15.905,1039
1040,16.073,1040
1041,16.025,1041
1042,12.509,1042
1043,10.967,1043
1044,12.344,1044
1045,12.133,1045
1046,12.03,1046
1047,10.305,1047
1048,11.814,1048
1049,12.709,1049
1050,12.119,1050
1051,11.823,1051
1052,12.231,1052
1053,15.184,1053
1054,13.194,1054
1055,11.554,1055
1056,11.732,1056
1057,12.464,1057
1058,12.393,1058
1059,13.417,1059
1060,13.594,1060
1061,12.721,1061
1062,9.097,1062
1063,9.509,1063
1064,7.521,1064
1065,7.056,1065
1066,8.037,1066
1067,9.546,1067
1068,9.171,1068
1069,9.534,1069
1070,7.849,1070
1071,7.633,1071
1072,5.773,1072
1073,4.774,1073
1074,6.838,1074
1075,7.755,1075
1076,8.739,1076
1077,8.731,1077
1078,9.467,1078
1079,6.815,1079
1080,5.402,1080
1081,4.604,1081
1082,4.993,1082
1083,3.471,1083
1084,3.594,1084
1085,5.918,1085
1086,5.245,1086
1087,3.382,1087
1088,4.752,1088
1089,2.732,1089
1090,3.939,1090
1091,5.309,1091
1092,1.76,1092
1093,1.076,1093
1094,3.33,1094
1095,6.953,1095
1096,9.504,1096
1097,2.876,1097
1098,1.761,1098
1099,6.779,1099
1100,6.288,1100
1101,3.316,1101
1102,3.753,1102
1103,6.261,1103
1104,6.315,1104
1105,5.838,1105
1106,7.426,1106
1107,5.072,1107
1108,3.419,1108
1109,3.969,1109
1110,7.157,1110
1111,5.492,1111
1112,2.227,1112
1113,4.604,1113
1114,2.323,1114
1115,1.827,1115
1116,5.537,1116
1117,6.071,1117
1118,1.08,1118
1119,4.123,1119
1120,4.356,1120
1121,3.803,1121
1122,5.139,1122
1123,0.692,1123
1124,0.162,1124
1125,2.159,1125
1126,3.395,1126
1127,1.718,1127
1128,0.269,1128
1129,0.144,1129
1130,2.179,1130
1131,2.153,1131
1132,0.826,1132
1133,0.399,1133
1134,0.967,1134
1135,2.39,1135
1136,1.916,1136
1137,3.359,1137
1138,2.547,1138
1139,2.456,1139
1140,4.094,1140
1141,4.261,1141
1142,2.642,1142
1143,2.965,1143
1144,2.002,1144
1145,3.404,1145
1146,2.701,1146
1147,0.57,1147
1148,2.17,1148
1149,0.098,1149
1150,3.331,1150
1151,0.634,1151
1152,1.833,1152
1153,2.781,1153
1154,3.068,1154
1155,3.172,1155
1156,3.981,1156
1157,2.784,1157
1158,3.908,1158
1159,3.071,1159
1160,3.838,1160
1161,5.092,1161
1162,2.501,1162
1163,2.109,1163
1164,1.404,1164
1165,1.971,1165
1166,1.933,1166
1167,1.41,1167
1168,2.559,1168
1169,1.596,1169
1170,2.429,1170
1171,0.949,1171
1172,1.198,1172
1173,4.153,1173
1174,3.762,1174
1175,5.261,1175
1176,5.907,1176
1177,5.177,1177
1178,4.749,1178
1179,4.247,1179
1180,6.924,1180
1181,5.181,1181
1182,4.591,1182
1183,2.925,1183
1184,3.744,1184
1185,5.979,1185
1186,6.549,1186
1187,7.472,1187
1188,9.341,1188
1189,7.208,1189
1190,9.343,1190
1191,6.898,1191
1192,7.763,1192
1193,10.564,1193
1194,11.319,1194
1195,10.249,1195
1196,10.46,1196
1197,9.916,1197
1198,8.051,1198
1199,6.554,1199
1200,6.05,1200
1201,10.054,1201
1202,9.838,1202
1203,10.304,1203
1204,7.321,1204
1205,6.873,1205
1206,9.585,1206
1207,12.625,1207
1208,11.105,1208
1209,10.523,1209
1210,10.308,1210
1211,8.046,1211
1212,8.054,1212
1213,7.517,1213
1214,8.759,1214
1215,8.243,1215
1216,8.492,1216
1217,9.682,1217
1218,9.077,1218
1219,8.621,1219
1220,6.231,1220
1221,9.273,1221
1222,10.793,1222
1223,11.515,1223
1224,10.549,1224
1225,10.752,1225
1226,13.407,1226
1227,12.044,1227
1228,12.163,1228
1229,10.739,1229
1230,8.319,1230
1231,8.349,1231
1232,7.116,1232
1233,7.99,1233
1234,8.965,1234
1235,10.63,1235
1236,11.93,1236
1237,12.518,1237
1238,13.762,1238
1239,14.085,1239
1240,14.156,1240
1241,12.992,1241
1242,10.837,1242
1243,11.08,1243
1244,11.389,1244
1245,12.278,1245
1246,12.599,1246
1247,13.933,1247
1248,17.551,1248
1249,14.139,1249
1250,15.276,1250
1251,11.801,1251
1252,11.256,1252
1253,12.622,1253
1254,12.969,1254
1255,14.498,1255
1256,13.794,1256
1257,10.894,1257
1258,11.165,1258
1259,14.704,1259
1260,13.603,1260
1261,12.681,1261
1262,10.734,1262
1263,9.817,1263
1264,9.154,1264
1265,9.552,1265
1266,8.987,1266
1267,10.698,1267
1268,12.231,1268
1269,14.03,1269
1270,12.281,1270
1271,11.165,1271
1272,11.122,1272
1273,12.576,1273
1274,11.502,1274
1275,12.832,1275
1276,12.322,1276
1277,11.629,1277
1278,13.702,1278
1279,11.969,1279
1280,12.488,1280
1281,11.055,1281
1282,11.763,1282
1283,10.17,1283
1284,13.801,1284
1285,15.714,1285
1286,10.758,1286
1287,16.397,1287
1288,14.019,1288
1289,11.561,1289
1290,16.026,1290
1291,13.409,1291
1292,11.985,1292
1293,14.299,1293
1294,14.69,1294
1295,13.38,1295
1296,12.665,1296
1297,11.098,1297
1298,13.123,1298
1299,12.448,1299
1300,11.687,1300
1301,10.874,1301
1302,12.703,1302
1303,11.518,1303
1304,9.428,1304
1305,10.298,1305
1306,11.1,1306
1307,10.037,1307
1308,9.72,1308
1309,7.228,1309
1310,9.835,1310
1311,7.75,1311
1312,8.745,1312
1313,7.493,1313
1314,8.963,1314
1315,7.879,1315
1316,7.093,1316
1317,7.916,1317
1318,5.55,1318
1319,5.7,1319
1320,6.539,1320
1321,6.999,1321
1322,8.331,1322
1323,7.965,1323
1324,9.537,1324
1325,8.981,1325
1326,9.478,1326
1327,9.082,1327
1328,8.358,1328
1329,9.901,1329
1330,9.862,1330
1331,11.549,1331
1332,11.449,1332
1333,11.05,1333
1334,11.261,1334
1335,12.191,1335
1336,13.437,1336
1337,13.44,1337
1338,11.476,1338
1339,12.79,1339
1340,14.634,1340
1341,13.673,1341
1342,14.296,1342
1343,14.115,1343
1344,12.391,1344
1345,12.524,1345
1346,14.435,1346
1347,16.804,1347
1348,15.145,1348
1349,15.212,1349
1350,16.36,1350
1351,15.388,1351
1352,11.203,1352
1353,16.432,1353
1354,16.703,1354
1355,15.841,1355
1356,14.834,1356
1357,11.25,1357
1358,14.655,1358
1359,16.532,1359
1360,16.85,1360
1361,15.2,1361
1362,15.164,1362
1363,16.526,1363
1364,17.522,1364
1365,17.321,1365
1366,18.879,1366
1367,17.559,1367
1368,14.75,1368
1369,14.042,1369
1370,12.787,1370
1371,13.062,1371
1372,13.515,1372
1373,12.168,1373
1374,13.927,1374
1375,13.981,1375
1376,15.308,1376
1377,15.607,1377
1378,16.828,1378
1379,17.069,1379
1380,16.094,1380
1381,16.634,1381
1382,16.105,1382
1383,15.003,1383
1384,15.014,1384
1385,15.809,1385
1386,14.845,1386
1387,15.159,1387
1388,14.042,1388
1389,14.659,1389
1390,15.291,1390
1391,15.146,1391
1392,13.928,1392
1393,15.36,1393
1394,13.736,1394
1395,15.547,1395
1396,17.708,1396
1397,17.11,1397
1398,16.605,1398
1399,19.392,1399
1400,15.529,1400
1401,15.037,1401
1402,14.078,1402
1403,13.827,1403
1404,17.767,1404
1405,16.731,1405
1406,16.296,1406
1407,18.626,1407
1408,15.661,1408
1409,19.237,1409
1410,19.934,1410
1411,18.813,1411
1412,17.777,1412
1413,17.353,1413
1414,18.45,1414
1415,19.411,1415
1416,19.395,1416
1417,20.56,1417
1418,20.968,1418
1419,17.748,1419
1420,20.631,1420
1421,21.307,1421
1422,18.684,1422
1423,20.722,1423
1424,19.109,1424
1425,16.653,1425
1426,18.375,1426
1427,19.499,1427
1428,15.749,1428
1429,17.048,1429
1430,17.646,1430
1431,18.138,1431
1432,19.678,1432
1433,20.145,1433
1434,18.502,1434
1435,18.382,1435
1436,20.448,1436
1437,20.913,1437
1438,22.647,1438
1439,21.151,1439
1440,21.422,1440
1441,21.283,1441
1442,20.334,1442
1443,19.105,1443
1444,21.99,1444
1445,21.981,1445
1446,21.827,1446
1447,20.348,1447
1448,19.615,1448
1449,21.149,1449
1450,21.161,1450
1451,20.84,1451
1452,19.371,1452
1453,17.813,1453
1454,19.176,1454
1455,18.269,1455
1456,20.251,1456
1457,18.141,1457
1458,18.225,1458
1459,17.04,1459
1460,18.621,1460
1461,17.863,1461
1462,18.065,1462
1463,17.225,1463
1464,17.728,1464
1465,20.5,1465
1466,18.354,1466
1467,17.864,1467
1468,17.162,1468
1469,16.664,1469
1470,17.103,1470
1471,18.156,1471
1472,18.517,1472
1473,20.386,1473
1474,17.145,1474
1475,16.796,1475
1476,17.934,1476
1477,18.958,1477
1478,18.013,1478
1479,17.619,1479
1480,19.71,1480
1481,19.505,1481
1482,21.949,1482
1483,18.779,1483
1484,19.236,1484
1485,18.759,1485
1486,20.916,1486
1487,20.099,1487
1488,19.423,1488
1489,21.189,1489
1490,22.412,1490
1491,22.226,1491
1492,20.265,1492
1493,19.809,1493
1494,20.49,1494
1495,20.483,1495
1496,20.354,1496
1497,21.597,1497
1498,22.372,1498
1499,22.183,1499
1500,21.743,1500
1501,20.93,1501
1502,21.336,1502
1503,22.731,1503
1504,23.252,1504
1505,23.202,1505
1506,22.403,1506
1507,21.523,1507
1508,22.825,1508
1509,24.175,1509
1510,25.814,1510
1511,24.268,1511
1512,26.496,1512
1513,24.046,1513
1514,22.579,1514
1515,25.347,1515
1516,28.237,1516
1517,28.451,1517
1518,27.026,1518
1519,26.176,1519
1520,27.113,1520
1521,25.135,1521
1522,27.173,1522
1523,25.892,1523
1524,27.727,1524
1525,26.563,1525
1526,26.729,1526
1527,26.165,1527
1528,24.436,1528
1529,23.458,1529
1530,22.529,1530
1531,22.133,1531
1532,23.431,1532
1533,25.262,1533
1534,24.827,1534
1535,24.141,1535
1536,24.019,1536
1537,23.626,1537
1538,23.014,1538
1539,22.787,1539
1540,24.468,1540
1541,23.27,1541
1542,23.165,1542
1543,22.462,1543
1544,23.09,1544
1545,23.032,1545
1546,22.803,1546
1547,23.198,1547
1548,23.654,1548
1549,22.878,1549
1550,23.643,1550
1551,24.371,1551
1552,22.947,1552
1553,22.801,1553
1554,22.007,1554
1555,21.461,1555
1556,21.558,1556
1557,21.983,1557
1558,21.895,1558
1559,22.485,1559
1560,22.011,1560
1561,21.713,1561
1562,23.036,1562
1563,22.111,1563
1564,21.202,1564
1565,21.939,1565
1566,21.881,1566
1567,23.476,1567
1568,24.695,1568
1569,23.755,1569
1570,23.403,1570
1571,21.704,1571
1572,23.928,1572
1573,23.417,1573
1574,22.949,1574
1575,22.862,1575
1576,21.927,1576
1577,23.637,1577
1578,24.945,1578
1579,25.096,1579
1580,23.553,1580
1581,24.402,1581
1582,25.226,1582
1583,24.504,1583
1584,24.289,1584
1585,23.772,1585
1586,24.127,1586
1587,25.903,1587
1588,26.296,1588
1589,26.216,1589
1590,25.602,1590
1591,25.224,1591
1592,26.777,1592
1593,25.752,1593
1594,25.911,1594
1595,25.618,1595
1596,26.884,1596
1597,28.147,1597
1598,26.478,1598
1599,26.99,1599
